tic;date;year;month;cusip;prc;shrout;ret;retx;n
HSY;2010-02-26;2010;2;42786610;39.76;167214;0.100192;0.091408;120
HSY;2010-03-31;2010;3;42786610;42.81;166182;0.076710;0.076710;120
HSY;2010-04-30;2010;4;42786610;47.01;166527;0.098108;0.098108;120
HSY;2010-05-28;2010;5;42786610;46.8;166527;0.002340;-0.004467;120
HSY;2010-06-30;2010;6;42786610;47.93;166527;0.024145;0.024145;120
HSY;2010-07-30;2010;7;42786610;47;166882;-0.019403;-0.019403;120
HSY;2010-08-31;2010;8;42786610;46.47;166412;-0.004468;-0.011277;120
HSY;2010-09-30;2010;9;42786610;47.59;166412;0.024102;0.024102;120
HSY;2010-10-29;2010;10;42786610;49.49;166900;0.039924;0.039924;120
HSY;2010-11-30;2010;11;42786610;46.8;166758;-0.047889;-0.054354;120
HSY;2010-12-31;2010;12;42786610;47.15;166758;0.007479;0.007479;120
HSY;2011-01-31;2011;1;42786610;46.69;166758;-0.009756;-0.009756;120
HSY;2011-02-28;2011;2;42786610;52.32;166595;0.127972;0.120583;120
HSY;2011-03-31;2011;3;42786610;54.35;166515;0.038800;0.038800;120
HSY;2011-04-29;2011;4;42786610;57.71;166452;0.061822;0.061822;120
HSY;2011-05-31;2011;5;42786610;55.73;164872;-0.028331;-0.034309;120
HSY;2011-06-30;2011;6;42786610;56.85;164872;0.020097;0.020097;120
HSY;2011-07-29;2011;7;42786610;56.44;166302;-0.007212;-0.007212;120
HSY;2011-08-31;2011;8;42786610;58.65;166802;0.045269;0.039157;120
HSY;2011-09-30;2011;9;42786610;59.24;166802;0.010060;0.010060;120
HSY;2011-10-31;2011;10;42786610;57.23;166802;-0.033930;-0.033930;120
HSY;2011-11-30;2011;11;42786610;57.68;164488;0.013891;0.007863;120
HSY;2011-12-30;2011;12;42786610;61.78;164488;0.071082;0.071082;120
HSY;2012-01-31;2012;1;42786610;61.08;164488;-0.011330;-0.011330;120
HSY;2012-02-29;2012;2;42786610;60.7;164889;-0.000000;-0.006221;120
HSY;2012-03-30;2012;3;42786610;61.33;163359;0.010379;0.010379;120
HSY;2012-04-30;2012;4;42786610;67.01;163359;0.092614;0.092614;120
HSY;2012-05-31;2012;5;42786610;66.86;163025;0.003432;-0.002238;120
HSY;2012-06-29;2012;6;42786610;72.03;163025;0.077326;0.077326;120
HSY;2012-07-31;2012;7;42786610;71.74;163025;-0.004026;-0.004026;120
HSY;2012-08-31;2012;8;42786610;71.82;165712;0.006412;0.001115;120
HSY;2012-09-28;2012;9;42786610;70.89;165712;-0.012949;-0.012949;120
HSY;2012-10-31;2012;10;42786610;68.85;165712;-0.028777;-0.028777;120
HSY;2012-11-30;2012;11;42786610;73.27;162572;0.070298;0.064198;120
HSY;2012-12-31;2012;12;42786610;72.22;162572;-0.014330;-0.014330;120
HSY;2013-01-31;2013;1;42786610;79.45;162572;0.100111;0.100111;120
HSY;2013-02-28;2013;2;42786610;83.34;163459;0.054248;0.048962;120
HSY;2013-03-28;2013;3;42786610;87.53;162967;0.050276;0.050276;120
HSY;2013-04-30;2013;4;42786610;89.16;162967;0.018622;0.018622;120
HSY;2013-05-31;2013;5;42786610;89.11;163102;0.004150;-0.000561;120
HSY;2013-06-28;2013;6;42786610;89.28;163102;0.001908;0.001908;120
HSY;2013-07-31;2013;7;42786610;94.87;163295;0.062612;0.062612;120
HSY;2013-08-30;2013;8;42786610;91.95;162564;-0.025667;-0.030779;120
HSY;2013-09-30;2013;9;42786610;92.5;162564;0.005982;0.005982;120
HSY;2013-10-31;2013;10;42786610;99.24;162564;0.072865;0.072865;120
HSY;2013-11-29;2013;11;42786610;96.89;162967;-0.018793;-0.023680;120
HSY;2013-12-31;2013;12;42786610;97.23;162967;0.003509;0.003509;120
HSY;2014-01-31;2014;1;42786610;99.4;162967;0.022318;0.022318;120
HSY;2014-02-28;2014;2;42786610;105.82;163185;0.069467;0.064588;120
HSY;2014-03-31;2014;3;42786610;104.4;162776;-0.013419;-0.013419;120
HSY;2014-04-30;2014;4;42786610;96.24;162776;-0.078161;-0.078161;120
HSY;2014-05-30;2014;5;42786610;97.34;162080;0.016469;0.011430;120
HSY;2014-06-30;2014;6;42786610;97.37;162080;0.000308;0.000308;120
HSY;2014-07-31;2014;7;42786610;88.15;162080;-0.094690;-0.094690;120
HSY;2014-08-29;2014;8;42786610;91.42;161209;0.043165;0.037096;120
HSY;2014-09-30;2014;9;42786610;95.43;161209;0.043864;0.043864;120
HSY;2014-10-31;2014;10;42786610;95.91;160250;0.005030;0.005030;120
HSY;2014-11-28;2014;11;42786610;100.28;160250;0.051142;0.045563;120
HSY;2014-12-31;2014;12;42786610;103.93;160250;0.036398;0.036398;120
IACI;2005-01-31;2005;1;44919P50;24.23;634247;-0.122737;-0.122737;120
IACI;2005-02-28;2005;2;44919P50;22.5;634247;-0.071399;-0.071399;120
IACI;2005-03-31;2005;3;44919P50;22.27;630815;-0.010222;-0.010222;120
IACI;2005-04-29;2005;4;44919P50;21.74;599617;-0.023799;-0.023799;120
IACI;2005-05-31;2005;5;44919P50;24.5;599617;0.126955;0.126955;120
IACI;2005-06-30;2005;6;44919P50;24.02;599617;-0.019592;-0.019592;120
IACI;2005-07-29;2005;7;44919P50;26.7;618039;0.111574;0.111574;120
IACI;2005-08-31;2005;8;44919P50;24.55;308437;-0.144994;-0.144994;120
IACI;2005-09-30;2005;9;44919P50;25.35;294997;0.032587;0.032587;120
IACI;2005-10-31;2005;10;44919P50;25.6;293781;0.009862;0.009862;120
IACI;2005-11-30;2005;11;44919P50;27.61;292423;0.078516;0.078516;120
IACI;2005-12-30;2005;12;44919P50;28.31;292222;0.025353;0.025353;120
IACI;2006-01-31;2006;1;44919P50;29.02;292222;0.025080;0.025080;120
IACI;2006-02-28;2006;2;44919P50;29.24;294692;0.007581;0.007581;120
IACI;2006-03-31;2006;3;44919P50;29.47;293441;0.007866;0.007866;120
IACI;2006-04-28;2006;4;44919P50;28.87;290483;-0.020360;-0.020360;120
IACI;2006-05-31;2006;5;44919P50;25.83;290483;-0.105300;-0.105300;120
IACI;2006-06-30;2006;6;44919P50;26.49;277988;0.025552;0.025552;120
IACI;2006-07-31;2006;7;44919P50;23.71;272689;-0.104945;-0.104945;120
IACI;2006-08-31;2006;8;44919P50;28.48;272689;0.201181;0.201181;120
IACI;2006-09-29;2006;9;44919P50;28.76;266857;0.009831;0.009831;120
IACI;2006-10-31;2006;10;44919P50;30.98;268081;0.077191;0.077191;120
IACI;2006-11-30;2006;11;44919P50;36.49;268081;0.177857;0.177857;120
IACI;2006-12-29;2006;12;44919P50;37.16;267233;0.018361;0.018361;120
IACI;2007-01-31;2007;1;44919P50;38.4;267233;0.033369;0.033369;120
IACI;2007-02-28;2007;2;44919P50;39.2;260128;0.020833;0.020833;120
IACI;2007-03-30;2007;3;44919P50;37.71;261621;-0.038010;-0.038010;120
IACI;2007-04-30;2007;4;44919P50;38.12;261904;0.010872;0.010872;120
IACI;2007-05-31;2007;5;44919P50;34.6;261904;-0.092340;-0.092340;120
IACI;2007-06-29;2007;6;44919P50;34.61;262435;0.000289;0.000289;120
IACI;2007-07-31;2007;7;44919P50;28.74;262618;-0.169604;-0.169604;120
IACI;2007-08-31;2007;8;44919P50;27.79;262618;-0.033055;-0.033055;120
IACI;2007-09-28;2007;9;44919P50;29.67;254828;0.067650;0.067650;120
IACI;2007-10-31;2007;10;44919P50;29.46;258038;-0.007078;-0.007078;120
IACI;2007-11-30;2007;11;44919P50;27.83;258038;-0.055329;-0.055329;120
IACI;2007-12-31;2007;12;44919P50;26.92;252391;-0.032699;-0.032699;120
IACI;2008-01-31;2008;1;44919P50;25.94;252391;-0.036404;-0.036404;120
IACI;2008-02-29;2008;2;44919P50;19.9;252391;-0.232845;-0.232845;120
IACI;2008-03-31;2008;3;44919P50;20.76;253136;0.043216;0.043216;120
IACI;2008-04-30;2008;4;44919P50;20.81;255003;0.002408;0.002408;120
IACI;2008-05-30;2008;5;44919P50;22.55;255003;0.083614;0.083614;120
IACI;2008-06-30;2008;6;44919P50;19.28;253983;-0.145011;-0.145011;120
IACI;2008-07-31;2008;7;44919P50;17.46;254216;-0.094398;-0.094398;120
IACI;2008-08-29;2008;8;44919P50;16.6;126591;0.110003;0.110003;120
IACI;2008-09-30;2008;9;44919P50;17.3;127589;0.042169;0.042169;120
IACI;2008-10-31;2008;10;44919P50;16.76;127598;-0.031214;-0.031214;120
IACI;2008-11-28;2008;11;44919P50;14.79;127598;-0.117542;-0.117542;120
IACI;2008-12-31;2008;12;44919P50;15.73;128147;0.063556;0.063556;120
IACI;2009-01-30;2009;1;44919P50;14.7;128147;-0.065480;-0.065480;120
IACI;2009-02-27;2009;2;44919P50;14.93;128147;0.015646;0.015646;120
IACI;2009-03-31;2009;3;44919P50;15.23;137332;0.020094;0.020094;120
IACI;2009-04-30;2009;4;44919P50;16.02;138116;0.051871;0.051871;120
IACI;2009-05-29;2009;5;44919P50;16.2;138116;0.011236;0.011236;120
IACI;2009-06-30;2009;6;44919P50;16.05;124642;-0.009259;-0.009259;120
IACI;2009-07-31;2009;7;44919P50;18.41;119603;0.147041;0.147041;120
IACI;2009-08-31;2009;8;44919P50;18.52;119603;0.005975;0.005975;120
IACI;2009-09-30;2009;9;44919P50;20.19;119146;0.090173;0.090173;120
IACI;2009-10-30;2009;10;44919P50;18.94;119170;-0.061912;-0.061912;120
IACI;2009-11-30;2009;11;44919P50;19.45;119170;0.026927;0.026927;120
IACI;2009-12-31;2009;12;44919P50;20.48;114526;0.052956;0.052956;120
IACI;2010-01-29;2010;1;44919P50;20.08;114526;-0.019531;-0.019531;120
IACI;2010-02-26;2010;2;44919P50;22.39;103758;0.115040;0.115040;120
IACI;2010-03-31;2010;3;44919P50;22.78;98024;0.017419;0.017419;120
IACI;2010-04-30;2010;4;44919P50;22.45;98086;-0.014486;-0.014486;120
IACI;2010-05-28;2010;5;44919P50;23.455;98086;0.044766;0.044766;120
IACI;2010-06-30;2010;6;44919P50;21.97;92753;-0.063313;-0.063313;120
IACI;2010-07-30;2010;7;44919P50;25;91794;0.137915;0.137915;120
IACI;2010-08-31;2010;8;44919P50;24.78;91794;-0.008800;-0.008800;120
IACI;2010-09-30;2010;9;44919P50;26.27;87558;0.060129;0.060129;120
IACI;2010-10-29;2010;10;44919P50;27.9;87582;0.062048;0.062048;120
IACI;2010-11-30;2010;11;44919P50;28.15;87582;0.008961;0.008961;120
IACI;2010-12-31;2010;12;44919P50;28.7;84079;0.019538;0.019538;120
IACI;2011-01-31;2011;1;44919P50;28.29;84179;-0.014286;-0.014286;120
IACI;2011-02-28;2011;2;44919P50;31.07;84179;0.098268;0.098268;120
IACI;2011-03-31;2011;3;44919P50;30.9075;85269;-0.005230;-0.005230;120
IACI;2011-04-29;2011;4;44919P50;36.11;85440;0.168325;0.168325;120
IACI;2011-05-31;2011;5;44919P50;36.78;85440;0.018554;0.018554;120
IACI;2011-06-30;2011;6;44919P50;38.17;81519;0.037792;0.037792;120
IACI;2011-07-29;2011;7;44919P50;41.39;79174;0.084359;0.084359;120
IACI;2011-08-31;2011;8;44919P50;39.53;79174;-0.044938;-0.044938;120
IACI;2011-09-30;2011;9;44919P50;39.55;76177;0.000506;0.000506;120
IACI;2011-10-31;2011;10;44919P50;40.83;76243;0.032364;0.032364;120
IACI;2011-11-30;2011;11;44919P50;41.88;76243;0.028655;0.025716;120
IACI;2011-12-30;2011;12;44919P50;42.6;77127;0.017192;0.017192;120
IACI;2012-01-31;2012;1;44919P50;43.07;75481;0.011033;0.011033;120
IACI;2012-02-29;2012;2;44919P50;45.6;75481;0.061528;0.058742;120
IACI;2012-03-30;2012;3;44919P50;49.09;76436;0.076535;0.076535;120
IACI;2012-04-30;2012;4;44919P50;48.15;75916;-0.019148;-0.019148;120
IACI;2012-05-31;2012;5;44919P50;44.92;75916;-0.064590;-0.067082;120
IACI;2012-06-29;2012;6;44919P50;45.6;83011;0.015138;0.015138;120
IACI;2012-07-31;2012;7;44919P50;52.61;81770;0.153728;0.153728;120
IACI;2012-08-31;2012;8;44919P50;51.84;81770;-0.010074;-0.014636;120
IACI;2012-09-28;2012;9;44919P50;52.06;82647;0.004244;0.004244;120
IACI;2012-10-31;2012;10;44919P50;48.35;82666;-0.071264;-0.071264;120
IACI;2012-11-30;2012;11;44919P50;47.15;82666;-0.019855;-0.024819;120
IACI;2012-12-31;2012;12;44919P50;47.242;78472;0.001951;0.001951;120
IACI;2013-01-31;2013;1;44919P50;41.25;78472;-0.126836;-0.126836;120
IACI;2013-02-28;2013;2;44919P50;40.75;78472;-0.006303;-0.012121;120
IACI;2013-03-28;2013;3;44919P50;44.68;77890;0.096442;0.096442;120
IACI;2013-04-30;2013;4;44919P50;47.07;82610;0.053491;0.053491;120
IACI;2013-05-31;2013;5;44919P50;48.48;82610;0.035054;0.029955;120
IACI;2013-06-28;2013;6;44919P50;47.58;77121;-0.018564;-0.018564;120
IACI;2013-07-31;2013;7;44919P50;50.61;77186;0.063682;0.063682;120
IACI;2013-08-30;2013;8;44919P50;49.09;77186;-0.025291;-0.030034;120
IACI;2013-09-30;2013;9;44919P50;54.67;77480;0.113669;0.113669;120
IACI;2013-10-31;2013;10;44919P50;53.39;77504;-0.023413;-0.023413;120
IACI;2013-11-29;2013;11;44919P50;57.21;77504;0.076044;0.071549;120
IACI;2013-12-31;2013;12;44919P50;68.651;76405;0.199983;0.199983;120
IACI;2014-01-31;2014;1;44919P50;70.04;76427;0.020233;0.020233;120
IACI;2014-02-28;2014;2;44919P50;77.53;76427;0.110365;0.106939;120
IACI;2014-03-31;2014;3;44919P50;71.39;77168;-0.079195;-0.079195;120
IACI;2014-04-30;2014;4;44919P50;66.28;77250;-0.071579;-0.071579;120
IACI;2014-05-30;2014;5;44919P50;66.21;77250;0.002565;-0.001056;120
IACI;2014-06-30;2014;6;44919P50;69.23;77580;0.045613;0.045613;120
IACI;2014-07-31;2014;7;44919P50;67.2;77597;-0.029323;-0.029323;120
IACI;2014-08-29;2014;8;44919P50;69.59;77597;0.040625;0.035565;120
IACI;2014-09-30;2014;9;44919P50;65.9;78012;-0.053025;-0.053025;120
IACI;2014-10-31;2014;10;44919P50;67.69;78012;0.027162;0.027162;120
IACI;2014-11-28;2014;11;44919P50;65.28;78012;-0.030581;-0.035604;120
IACI;2014-12-31;2014;12;44919P50;60.79;78356;-0.068781;-0.068781;120
JPM;2005-01-31;2005;1;46625H10;37.33;3562463;-0.034350;-0.043066;120
JPM;2005-02-28;2005;2;46625H10;36.55;3562463;-0.020895;-0.020895;120
JPM;2005-03-31;2005;3;46625H10;34.6;3553701;-0.053352;-0.053352;120
JPM;2005-04-29;2005;4;46625H10;35.49;3528642;0.035549;0.025723;120
JPM;2005-05-31;2005;5;46625H10;35.75;3518703;0.007326;0.007326;120
JPM;2005-06-30;2005;6;46625H10;35.32;3518703;-0.012028;-0.012028;120
JPM;2005-07-29;2005;7;46625H10;35.14;3518703;0.004530;-0.005096;120
JPM;2005-08-31;2005;8;46625H10;33.89;3512844;-0.035572;-0.035572;120
JPM;2005-09-30;2005;9;46625H10;33.93;3512844;0.001180;0.001180;120
JPM;2005-10-31;2005;10;46625H10;36.62;3503400;0.089301;0.079281;120
JPM;2005-11-30;2005;11;46625H10;38.25;3499065;0.044511;0.044511;120
JPM;2005-12-30;2005;12;46625H10;39.69;3499065;0.037647;0.037647;120
JPM;2006-01-31;2006;1;46625H10;39.75;3486700;0.010078;0.001512;120
JPM;2006-02-28;2006;2;46625H10;41.14;3486700;0.034969;0.034969;120
JPM;2006-03-31;2006;3;46625H10;41.64;3485554;0.012154;0.012154;120
JPM;2006-04-28;2006;4;46625H10;45.38;3473000;0.097983;0.089818;120
JPM;2006-05-31;2006;5;46625H10;42.64;3474554;-0.060379;-0.060379;120
JPM;2006-06-30;2006;6;46625H10;42;3474554;-0.015009;-0.015009;120
JPM;2006-07-31;2006;7;46625H10;45.62;3470600;0.094286;0.086190;120
JPM;2006-08-31;2006;8;46625H10;45.66;3471427;0.000877;0.000877;120
JPM;2006-09-29;2006;9;46625H10;46.96;3471427;0.028471;0.028471;120
JPM;2006-10-31;2006;10;46625H10;47.44;3467500;0.017462;0.010221;120
JPM;2006-11-30;2006;11;46625H10;46.28;3468958;-0.024452;-0.024452;120
JPM;2006-12-29;2006;12;46625H10;48.3;3468958;0.043647;0.043647;120
JPM;2007-01-31;2007;1;46625H10;50.93;3461700;0.061491;0.054451;120
JPM;2007-02-28;2007;2;46625H10;49.39;3461700;-0.030238;-0.030238;120
JPM;2007-03-30;2007;3;46625H10;48.38;3473350;-0.020449;-0.020449;120
JPM;2007-04-30;2007;4;46625H10;52.1;3416300;0.083919;0.076891;120
JPM;2007-05-31;2007;5;46625H10;51.83;3416115;-0.005182;-0.005182;120
JPM;2007-06-29;2007;6;46625H10;48.45;3416115;-0.065213;-0.065213;120
JPM;2007-07-31;2007;7;46625H10;44.01;3398500;-0.083798;-0.091641;120
JPM;2007-08-31;2007;8;46625H10;44.52;3383896;0.011588;0.011588;120
JPM;2007-09-28;2007;9;46625H10;45.82;3383896;0.029200;0.029200;120
JPM;2007-10-31;2007;10;46625H10;47;3383896;0.034046;0.025753;120
JPM;2007-11-30;2007;11;46625H10;45.62;3359044;-0.029362;-0.029362;120
JPM;2007-12-31;2007;12;46625H10;43.65;3359044;-0.043183;-0.043183;120
JPM;2008-01-31;2008;1;46625H10;47.4;3367400;0.094616;0.085911;120
JPM;2008-02-29;2008;2;46625H10;40.65;3367400;-0.142405;-0.142405;120
JPM;2008-03-31;2008;3;46625H10;42.95;3396539;0.056581;0.056581;120
JPM;2008-04-30;2008;4;46625H10;47.65;3399586;0.118277;0.109430;120
JPM;2008-05-30;2008;5;46625H10;43;3426632;-0.097587;-0.097587;120
JPM;2008-06-30;2008;6;46625H10;34.31;3426632;-0.202093;-0.202093;120
JPM;2008-07-31;2008;7;46625H10;40.63;3435700;0.195278;0.184203;120
JPM;2008-08-29;2008;8;46625H10;38.49;3437040;-0.052670;-0.052670;120
JPM;2008-09-30;2008;9;46625H10;46.7;3904597;0.213302;0.213302;120
JPM;2008-10-31;2008;10;46625H10;41.25;3726900;-0.108565;-0.116702;120
JPM;2008-11-28;2008;11;46625H10;31.66;3732358;-0.232485;-0.232485;120
JPM;2008-12-31;2008;12;46625H10;31.53;3732358;-0.004106;-0.004106;120
JPM;2009-01-30;2009;1;46625H10;25.51;3732800;-0.178877;-0.190929;120
JPM;2009-02-27;2009;2;46625H10;22.85;3732800;-0.104273;-0.104273;120
JPM;2009-03-31;2009;3;46625H10;26.58;3757923;0.163238;0.163238;120
JPM;2009-04-30;2009;4;46625H10;33;3757700;0.243416;0.241535;120
JPM;2009-05-29;2009;5;46625H10;36.9;3759160;0.118182;0.118182;120
JPM;2009-06-30;2009;6;46625H10;34.11;3901000;-0.075610;-0.075610;120
JPM;2009-07-31;2009;7;46625H10;38.65;3924100;0.134565;0.133099;120
JPM;2009-08-31;2009;8;46625H10;43.46;3932573;0.124450;0.124450;120
JPM;2009-09-30;2009;9;46625H10;43.82;3932573;0.008283;0.008283;120
JPM;2009-10-30;2009;10;46625H10;41.77;3938700;-0.045641;-0.046782;120
JPM;2009-11-30;2009;11;46625H10;42.49;3940654;0.017237;0.017237;120
JPM;2009-12-31;2009;12;46625H10;41.67;4104934;-0.019299;-0.019299;120
JPM;2010-01-29;2010;1;46625H10;38.94;3942000;-0.064315;-0.065515;120
JPM;2010-02-26;2010;2;46625H10;41.97;3973011;0.077812;0.077812;120
JPM;2010-03-31;2010;3;46625H10;44.75;3973011;0.066238;0.066238;120
JPM;2010-04-30;2010;4;46625H10;42.58;3975400;-0.047374;-0.048492;120
JPM;2010-05-28;2010;5;46625H10;39.58;3978694;-0.070456;-0.070456;120
JPM;2010-06-30;2010;6;46625H10;36.61;3978694;-0.075038;-0.075038;120
JPM;2010-07-30;2010;7;46625H10;40.28;3975800;0.101612;0.100246;120
JPM;2010-08-31;2010;8;46625H10;36.36;3965167;-0.097319;-0.097319;120
JPM;2010-09-30;2010;9;46625H10;38.06;3965167;0.046755;0.046755;120
JPM;2010-10-29;2010;10;46625H10;37.63;3925800;-0.009984;-0.011298;120
JPM;2010-11-30;2010;11;46625H10;37.4;3909181;-0.006112;-0.006112;120
JPM;2010-12-31;2010;12;46625H10;42.42;3909181;0.134225;0.134225;120
JPM;2011-01-31;2011;1;46625H10;44.94;3909181;0.060585;0.059406;120
JPM;2011-02-28;2011;2;46625H10;46.69;3983510;0.038941;0.038941;120
JPM;2011-03-31;2011;3;46625H10;46.1;3983510;-0.012637;-0.012637;120
JPM;2011-04-29;2011;4;46625H10;45.63;3986600;-0.004772;-0.010195;120
JPM;2011-05-31;2011;5;46625H10;43.24;3973685;-0.052378;-0.052378;120
JPM;2011-06-30;2011;6;46625H10;40.94;3973685;-0.053192;-0.053192;120
JPM;2011-07-29;2011;7;46625H10;40.45;3910200;-0.005862;-0.011969;120
JPM;2011-08-31;2011;8;46625H10;37.56;3899050;-0.071446;-0.071446;120
JPM;2011-09-30;2011;9;46625H10;30.12;3899050;-0.198083;-0.198083;120
JPM;2011-10-31;2011;10;46625H10;34.76;3899050;0.162351;0.154050;120
JPM;2011-11-30;2011;11;46625H10;30.97;3799766;-0.109033;-0.109033;120
JPM;2011-12-30;2011;12;46625H10;33.25;3799766;0.073620;0.073620;120
JPM;2012-01-31;2012;1;46625H10;37.3;3799766;0.129323;0.121804;120
JPM;2012-02-29;2012;2;46625H10;39.24;3799766;0.052011;0.052011;120
JPM;2012-03-30;2012;3;46625H10;45.98;3817360;0.171763;0.171763;120
JPM;2012-04-30;2012;4;46625H10;42.98;3822501;-0.058721;-0.065246;120
JPM;2012-05-31;2012;5;46625H10;33.15;3806666;-0.228711;-0.228711;120
JPM;2012-06-29;2012;6;46625H10;35.73;3806666;0.077828;0.077828;120
JPM;2012-07-31;2012;7;46625H10;36;3796800;0.015953;0.007557;120
JPM;2012-08-31;2012;8;46625H10;37.14;3798754;0.031667;0.031667;120
JPM;2012-09-28;2012;9;46625H10;40.48;3798754;0.089930;0.089930;120
JPM;2012-10-31;2012;10;46625H10;41.68;3798754;0.037055;0.029644;120
JPM;2012-11-30;2012;11;46625H10;41.08;3801402;-0.014395;-0.014395;120
JPM;2012-12-31;2012;12;46625H10;43.9691;3801402;0.070329;0.070329;120
JPM;2013-01-31;2013;1;46625H10;47.05;3801402;0.076893;0.070070;120
JPM;2013-02-28;2013;2;46625H10;48.92;3827467;0.039745;0.039745;120
JPM;2013-03-28;2013;3;46625H10;47.46;3827467;-0.029845;-0.029845;120
JPM;2013-04-30;2013;4;46625H10;49.01;3789800;0.038980;0.032659;120
JPM;2013-05-31;2013;5;46625H10;54.59;3779676;0.113854;0.113854;120
JPM;2013-06-28;2013;6;46625H10;52.79;3779676;-0.032973;-0.032973;120
JPM;2013-07-31;2013;7;46625H10;55.73;3779676;0.062891;0.055692;120
JPM;2013-08-30;2013;8;46625H10;50.53;3764198;-0.093307;-0.093307;120
JPM;2013-09-30;2013;9;46625H10;51.69;3764198;0.022957;0.022957;120
JPM;2013-10-31;2013;10;46625H10;51.54;3759200;0.004450;-0.002902;120
JPM;2013-11-29;2013;11;46625H10;57.22;3759189;0.110206;0.110206;120
JPM;2013-12-31;2013;12;46625H10;58.48;3759189;0.022020;0.022020;120
JPM;2014-01-31;2014;1;46625H10;55.36;3759189;-0.046854;-0.053352;120
JPM;2014-02-28;2014;2;46625H10;56.82;3786825;0.026373;0.026373;120
JPM;2014-03-31;2014;3;46625H10;60.71;3786825;0.068462;0.068462;120
JPM;2014-04-30;2014;4;46625H10;55.98;3785092;-0.071652;-0.077911;120
JPM;2014-05-30;2014;5;46625H10;55.57;3784713;-0.007324;-0.007324;120
JPM;2014-06-30;2014;6;46625H10;57.62;3784713;0.036890;0.036890;120
JPM;2014-07-31;2014;7;46625H10;57.67;3784713;0.007810;0.000868;120
JPM;2014-08-29;2014;8;46625H10;59.45;3761281;0.030865;0.030865;120
JPM;2014-09-30;2014;9;46625H10;60.24;3761281;0.013288;0.013288;120
JPM;2014-10-31;2014;10;46625H10;60.48;3761281;0.010624;0.003984;120
JPM;2014-11-28;2014;11;46625H10;60.16;3738189;-0.005291;-0.005291;120
JPM;2014-12-31;2014;12;46625H10;62.58;3738189;0.040226;0.040226;120